{{1, 0.00038687211230532294, 0.0004144031840082479, 0.0005895389452627243}, 
 {6, 0.0007536416440136566, 0.0008939316967075537, 0.002398771198991753}, 
 {11, 0.001216821511238163, 0.0013603956633019905, 0.00227938648565045}, 
 {16, 0.0018326168883010365, 0.0019518429579430225, 0.0024603097110233525}, 
 {21, 0.0026724124491589326, 0.002910981306174569, 0.0038104646649966484}, 
 {26, 0.00364266965552382, 0.004088819092305558, 0.005120004201029088}, 
 {31, 0.005038773365147377, 0.005289584852728221, 0.005801850914339212}, 
 {36, 0.006712210635660009, 0.007044607217174692, 0.00729764701345396}, 
 {41, 0.00875159692438722, 0.009562493824877016, 0.01024246994253944}, 
 {46, 0.011963496995689842, 0.01248682398066339, 0.013181139020421761}, 
 {51, 0.015627089745304405, 0.016214873464312225, 0.016933757484108705}, 
 {56, 0.019256220928181276, 0.019466019177475057, 0.019845349616697122}, 
 {61, 0.02396145555811738, 0.024044778304130522, 0.024231814754309543}, 
 {66, 0.031241461531455617, 0.03213454380038351, 0.038307723739670764}, 
 {71, 0.03770054375429231, 0.0382364176473025, 0.03856413420646909}, 
 {76, 0.045564755335183865, 0.046315702258782065, 0.04773911609363372}, 
 {81, 0.05543594292179932, 0.05653092999773029, 0.05862815066925183}, 
 {86, 0.06597790028955922, 0.0672063944405964, 0.0696283648232737}, 
 {91, 0.07930180865789428, 0.08025606693205192, 0.08436027434689178}, 
 {96, 0.0937957692683235, 0.09484698041071517, 0.0967422332243965}, 
 {101, 0.1085941403849357, 0.11114625290808676, 0.11695886519701759}, 
 {106, 0.12748523280839616, 0.12881428325832908, 0.1342524178481377}, 
 {111, 0.14791437777589972, 0.14880744228582116, 0.15284033053565582}, 
 {116, 0.16924321578930526, 0.1709270573910404, 0.172344346538951}, 
 {121, 0.19556282712847353, 0.1974256869904056, 0.20268406374077025}, 
 {126, 0.22063156564641284, 0.22294912715253248, 0.2273556737277323}, 
 {131, 0.2632281134179392, 0.26752745419117724, 0.27589766227500495}, 
 {136, 0.2974915261468932, 0.300327451873191, 0.3042057880662876}, 
 {141, 0.3360183269893965, 0.33803024251380837, 0.3431851021005966}, 
 {146, 0.459445710314429, 0.4616709199738772, 0.46519792016239603}, 
 {151, 0.5114449324676369, 0.5141690050110267, 0.5163442185388459}, 
 {156, 0.5640972833618735, 0.5668073540680851, 0.5690806720661925}, 
 {161, 0.6385617547173372, 0.6413145445301506, 0.6427689376565642}, 
 {166, 0.7054594506333954, 0.708754701606397, 0.7133306365789839}, 
 {171, 0.7775066892362579, 0.7829990011297758, 0.7908769566169901}, 
 {176, 0.8827703653500434, 0.9007930436297463, 0.9191416772444532}, 
 {181, 1.031614795171114, 1.0376131809486697, 1.041029777255202}, 
 {186, 1.1218926128349644, 1.1272232488501859, 1.1314680053070814}, 
 {191, 1.2411103516802886, 1.247314680822581, 1.2560670819011954}, 
 {196, 1.3000064000052514, 1.308950377701969, 1.3171395422683423}, 
 {201, 1.4295745063175436, 1.4337102934066275, 1.4415064135437239}}
