{{1, 0.00041887127933791263, 0.000689950808226229, 0.006605940587560303}, 
 {2, 0.0005702557084032307, 0.0006530123381781691, 0.0008816399405457142}, 
 {3, 0.0008959988972321264, 0.0009695164025795986, 0.0010851268695874425}, 
 {4, 0.0012943573813037359, 0.001670530840664593, 0.002488612321707912}, 
 {5, 0.0018432797826300111, 0.0022758786462223103, 0.0031909704316261354}, 
 {6, 0.0026235865145601872, 0.003132006228866654, 0.004198148679201626}, 
 {7, 0.0036307647621356774, 0.00413580104590648, 0.005424813836126561}, 
 {8, 0.005553223934493619, 0.006418619235500133, 0.007863374937384692}, 
 {9, 0.007451478008437323, 0.009583490380012735, 0.012543164049439118}, 
 {10, 0.010784396983306277, 0.01305175870670386, 0.01999587282559242}, 
 {11, 0.01578336518970438, 0.01923847300954387, 0.024256380402403608}, 
 {12, 0.01885207936154335, 0.022981178070520723, 0.03111462837173944}, 
 {13, 0.0037341492502778457, 0.004621400232264858, 0.00688040178822344}, 
 {14, 0.004173943580787388, 0.005430890578012415, 0.007732913559491004}, 
 {15, 0.0040139437777102225, 0.0053616346418272, 0.006845530036270725}, 
 {16, 0.004638763521521819, 0.0066594431739598675, 0.014158341548707837}, 
 {17, 0.004257635785473905, 0.006456485890289275, 0.010252705330003697}, 
 {18, 0.0046961993482674685, 0.006967138855875282, 0.010091885015115879}, 
 {19, 0.007275067969147115, 0.00827269637612175, 0.009741116216062093}, 
 {20, 0.006323684524695969, 0.0086347965769581, 0.012226036234622071}, 
 {21, 0.007602452181597315, 0.009319472778345366, 0.016405313142178697}, 
 {22, 0.007881015941313713, 0.010111004614595919, 0.014467264245418365}, 
 {23, 0.00748511899267406, 0.011051571018767293, 0.015236083811999411}, 
 {24, 0.00850378440559868, 0.012425068950278364, 0.019967975424030247}, 
 {25, 0.010378243637033472, 0.015204849922981148, 0.02390191930020189}, 
 {26, 0.010631371530619655, 0.015145613466727057, 0.023056381879324867}, 
 {27, 0.013517111568683198, 0.017338756068491088, 0.02411361134735014}, 
 {28, 0.010569422888915419, 0.018834479133388694, 0.03126724356852074}, 
 {29, 0.012972701982315508, 0.01837595244037088, 0.021960998612104272}, 
 {30, 0.013793624048872966, 0.020183711169388933, 0.026458634102193925}, 
 {31, 0.014407777139146085, 0.024719072250232694, 0.05033060472130701}, 
 {32, 0.015546647532331242, 0.021791234315781435, 0.03551503321226682}, 
 {33, 0.018931669007176608, 0.024758103258657363, 0.03725533876265998}, 
 {34, 0.015273006843478756, 0.023933031680694928, 0.03144857667867486}, 
 {35, 0.017999567590275788, 0.0285017482036431, 0.044911534467855015}, 
 {36, 0.02514745622877182, 0.03341604613493901, 0.04990475909157856}, 
 {37, 0.020138641880645892, 0.03265990976626829, 0.07314370484877351}, 
 {38, 0.019723873160361238, 0.03648112744570754, 0.062412641133159634}, 
 {39, 0.02455504670148098, 0.033747062977292866, 0.04249676820910579}, 
 {40, 0.028725297979120434, 0.037324646278374306, 0.052252653637759626}, 
 {41, 0.027010018038952158, 0.03649278709116663, 0.08591866348472187}, 
 {42, 0.02780427347166342, 0.03850543126896715, 0.05654105861613298}, 
 {43, 0.028436477821770886, 0.041572354405512976, 0.06359048583735076}, 
 {44, 0.03735010787679031, 0.04878796960309782, 0.061872744361750526}, 
 {45, 0.026161608826737855, 0.0515601084920026, 0.09307065468227116}, 
 {46, 0.039826412521338436, 0.04997011242272158, 0.07373283232882175}, 
 {47, 0.04200979444948375, 0.06029635298857504, 0.10838509737218785}, 
 {48, 0.045903943502838766, 0.07069621429909155, 0.13989521243666161}, 
 {49, 0.03723523622329901, 0.06080587672993424, 0.10311166796512661}, 
 {50, 0.048493068521351566, 0.0762937642391056, 0.19053104755153122}}
