{{1, 0.00008943578736108222, 0.00009428622285570246, 0.00010461525585814664}, 
 {2, 0.00011815370073390679, 0.0001475076009603945, 0.0002125125589589018}, 
 {3, 0.00019897411408314165, 0.000266634532078836, 0.00037210210613074115}, 
 {4, 0.0002420509841423785, 0.0003758270124551091, 0.00072984525557507}, 
 {5, 0.00032615344473422187, 0.0004048293848080354, 0.0006420504918352921}, 
 {6, 0.0005267685824386678, 0.0006071415957812927, 0.0010921012199779857}, 
 {7, 0.000692101712285072, 0.0009275200017365559, 0.001761228601564798}, 
 {8, 0.000810665668924305, 0.000977444481173148, 0.0015199981292330718}, 
 {9, 0.0011663575388420034, 0.001293938944549913, 0.0015318955504875277}, 
 {10, 0.0014892289363336168, 0.001797970103050772, 0.0023495355698023757}, 
 {11, 0.0019573309243106573, 0.0021792440730683815, 0.0028159965341581117}, 
 {12, 0.00223958698717499, 0.0028688132898863554, 0.006872196670116919}, 
 {13, 0.0030038937387974495, 0.0031996156024422795, 0.0036832775180174137}, 
 {14, 0.003623790411745134, 0.004019002024336297, 0.00530707039129798}, 
 {15, 0.004372097183059877, 0.005291148117202905, 0.008094759267988593}, 
 {16, 0.00524142944644581, 0.005849717334318414, 0.007664811079206877}, 
 {17, 0.006358146020743359, 0.007065034135537804, 0.0112648066484431}, 
 {18, 0.007300914091182657, 0.008518520241483835, 0.012153420939379357}, 
 {19, 0.008689220074806062, 0.009702466714361214, 0.015112596784496266}, 
 {20, 0.009718141885363834, 0.01095932872700352, 0.013380496352209618}, 
 {21, 0.012358138636137063, 0.013958731098733421, 0.0173402863504168}, 
 {22, 0.01328531698217397, 0.015384788840745846, 0.020402026171865224}, 
 {23, 0.017058850799363118, 0.022753455272187886, 0.04003851482439201}, 
 {24, 0.019307463416455284, 0.022954689926757, 0.03277985709145794}, 
 {25, 0.022952176879372045, 0.027469771651130234, 0.034981700535342934}, 
 {26, 0.027001812920845636, 0.028891455435651622, 0.032342114040475024}, 
 {27, 0.029091656502576613, 0.03324067495031794, 0.03873143951002317}, 
 {28, 0.03223339622556362, 0.03609610550122921, 0.04697881397479306}, 
 {29, 0.035940878841995275, 0.044011000244470674, 0.07395642179722446}, 
 {30, 0.039606515356083664, 0.048457864396154154, 0.06589284197804064}}
