{{1, 0.00040328238218041614, 0.0006114673448501752, 0.009129853645008118}, 
 {6, 0.0007273852122135075, 0.0012391321912823016, 0.009169238292708343}, 
 {11, 0.0011277957971657822, 0.0014588445590434172, 0.002420104549829374}, 
 {16, 0.0015671807730714036, 0.0017602793274640385, 0.002408617360916809}, 
 {21, 0.0020196939648770996, 0.002259846368401143, 0.0027922074192471133}, 
 {26, 0.0026871816920465167, 0.002992145309411159, 0.0033575412164440752}, 
 {31, 0.003519182374713743, 0.0037157947138743925, 0.0041070802929889585}, 
 {36, 0.0044045164344750235, 0.0046732009613574725, 0.0052447222520797965}, 
 {41, 0.005505235286346902, 0.005908656388518439, 0.006626877232309524}, 
 {46, 0.007415390699807753, 0.0078060989458010235, 0.008302365786556543}, 
 {51, 0.009460930839738126, 0.009761025285815956, 0.010055392865963377}, 
 {56, 0.011172932244457227, 0.012409961784720681, 0.01539119211584994}, 
 {61, 0.015587705097604182, 0.01681312731390237, 0.019376426155016332}, 
 {66, 0.017228732085113507, 0.019018351069921436, 0.021133145545145064}, 
 {71, 0.018742579481090857, 0.01921232839506908, 0.01987037527825664}, 
 {76, 0.0224988902554997, 0.02295731968255077, 0.02368042968650641}, 
 {81, 0.026390996013124935, 0.026798093176182678, 0.027563509795700346}, 
 {86, 0.03048781988744196, 0.031189545461677504, 0.033133155391306984}, 
 {91, 0.034167822906931614, 0.03450272269908746, 0.03495264406370795}, 
 {96, 0.03876557026918586, 0.040460631788649976, 0.043760035905670486}, 
 {101, 0.04369070251544822, 0.045486071710190194, 0.04721767976835263}, 
 {106, 0.049152860843373, 0.051592258286842996, 0.057148764840012176}, 
 {111, 0.054999019486374964, 0.05602356384845757, 0.058427535120028816}, 
 {116, 0.061280050281066895, 0.062431200859244335, 0.06513195087749815}, 
 {121, 0.06904497972921414, 0.07711324562588348, 0.09035125362154144}, 
 {126, 0.07606652395201965, 0.0827283630196559, 0.11069506518569451}, 
 {131, 0.08586140378371593, 0.08792927576496982, 0.0906232538447211}, 
 {136, 0.09518900118071892, 0.09851901161729622, 0.10820439647540224}, 
 {141, 0.10580685604665112, 0.11056051123286802, 0.11929732865421838}, 
 {146, 0.11719845513719396, 0.12977794311425722, 0.15351807468149717}, 
 {151, 0.12958410632542058, 0.14028064858913153, 0.16719480385214675}, 
 {156, 0.14066185900460226, 0.14316049111663842, 0.15174125271077146}, 
 {161, 0.15542002496002047, 0.15697789588656444, 0.1613831067758825}, 
 {166, 0.17097942234209013, 0.17281379925060608, 0.17573675957887966}, 
 {171, 0.18862128297130912, 0.18979701951373046, 0.1912887723395055}, 
 {176, 0.2087312481897421, 0.21094770017805023, 0.21415073981599164}, 
 {181, 0.3023444532057052, 0.30774695330968554, 0.32569298518398787}, 
 {186, 0.32704683244868304, 0.3324693889548345, 0.3449459240581941}, 
 {191, 0.360762142163809, 0.3622115417276847, 0.3656856333830838}, 
 {196, 0.3839408278488844, 0.3866460548028007, 0.3914965263561242}, 
 {201, 0.42123152511304623, 0.4250747668589277, 0.42833553094197413}}
